Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND29085,Earl Ramos,48,42806,7/4/1995 0:00,Victor Martinez,Australian,Account Representative III,Low,Jade,50226.875,18022.25,1,2153.355,371797.7225,33293.5472,26560.0208,6943.013888,13309.2825,239669.6575,3,1,Private Bank,Male,Kevin Kim
IND62329,Harry Walker,83,13931,9/21/1996 0:00,Bruce Butler,Australian,Administrative Assistant II,High,Jade,33952.278,7396.32,2,3527.35,284148.9064,447927.9037,212624.0049,65913.44152,40683.7044,678764.208,2,1,Private Bank,Male,Victor Rogers
IND35485,Christopher Webb,17,24720,10/3/2016 0:00,Joe Price,European,Software Test Engineer IV,Low,Jade,284819.616,39901.68,1,3858.7032,476516.6784,885748.27,757688.2792,213540.0347,10419.7536,450288.0144,1,2,Commercial,Male,Eugene Cunningham
IND23071,Louise Hunt,58,21987,11/19/2006 0:00,Jonathan Hawkins,Asian,Physical Therapy Assistant,Low,Silver,236893.508,30897.72,1,827.2959,842966.3558,491151.7029,528454.3639,55021.42494,2354.3264,1135129.37,0,2,Commercial,Male,Joe Carroll
IND49461,Joan Allen,42,14470,12/13/2013 0:00,Roy Rice,European,Web Developer I,Mid,Gold,223656.4512,30746.24,3,1089.9616,486874.0576,42186.42534,45516.93261,8193.047869,13025.488,971928.2496,2,2,Private Bank,Female,Steve Sanchez
IND84835,Margaret Grant,43,38087,1/16/2004 0:00,Phillip Peters,Asian,Statistician III,Mid,Silver,233880.8661,5531.35,1,10937.1477,729742.3458,1146381.805,335526.382,668070.3072,87161.1087,439707.0543,0,4,Retail,Female,Lawrence Sanchez
IND88751,Lois Oliver,54,15538,1/3/2005 0:00,Joshua Ryan,European,Tax Accountant,Mid,Gold,325866.6642,6405.63,2,6912.2592,136488.8448,600544.0647,233544.9141,374116.71,35695.5984,948872.232,0,3,Institutional,Male,Peter Castillo
IND47511,Johnny Patterson,76,624,5/9/2018 0:00,Shawn Wallace,American,Human Resources Assistant II,Low,Silver,94314.48,15868.8,1,8565.4755,1459532.025,3760505.447,1867963.49,471906.5659,77808.762,951559.938,3,5,Private Bank,Female,Victor Gutierrez
IND57469,Jennifer Oliver,32,19273,1/14/2003 0:00,Chris Armstrong,Australian,Chemical Engineer,Low,Silver,274475.7939,56993.09,1,1837.22,720813.94,1218779.87,511887.5454,629134.1689,4208.05,566092.45,0,3,Commercial,Male,Daniel Carroll
IND13603,Annie Grant,22,38893,6/18/2000 0:00,Joshua Ryan,European,Senior Editor,Mid,Jade,381103.3044,22245.55,1,4636.722,573978.4974,592604.2401,311896.9685,103965.6562,2487.7992,2167704.061,0,4,Retail,Female,Carl Anderson
IND28663,Roy Ortiz,75,21687,11/17/2020 0:00,Paul Holmes,European,Analog Circuit Design manager,High,Jade,185228.2173,19918.6,2,1959.947,163347.1605,469912.3744,138209.5219,265362.282,36333.3265,946593.2775,3,2,Retail,Female,Nicholas Ward
IND21547,Mark Owens,83,10691,11/6/2008 0:00,Stephen Payne,Asian,Office Assistant II,High,Gold,210650.8248,28919.28,1,4093.5492,707178.1158,30355.17428,17597.20248,15045.60812,4661.8884,699099.1956,1,3,Retail,Male,Fred Bryant
IND76281,Rebecca Cunningham,24,1111,1/30/2020 0:00,Benjamin Kim,American,Recruiter,Mid,Platinum,72484.3008,14037.84,3,1117.0116,353225.8728,160468.5165,187666.5701,88529.6646,11943.6768,81281.232,2,1,Institutional,Female,Ryan Taylor
IND68811,Walter Carr,26,24736,11/27/2009 0:00,Anthony Simpson,European,Safety Technician III,Mid,Jade,264913.6875,52901.25,1,4641,208822.95,1447898.55,630870.0825,395276.3042,31956.75,1421316.75,2,3,Institutional,Male,Sean Vasquez
IND74692,Anne Hunter,70,20712,4/26/2020 0:00,Keith Griffin,European,Developer II,High,Platinum,345819.232,24722.72,1,2177.56,286200.7104,1312115.54,493667.2328,837675.3466,53240.0088,1279233.842,2,4,Private Bank,Male,Nicholas Morrison
IND57450,Jennifer Alvarez,29,24683,5/20/2019 0:00,Anthony Torres,European,General Manager,Mid,Silver,168308.6121,12991.26,2,2541.18,126578.89,105527.85,28492.5195,68561.44415,25353.58,785860.94,1,1,Private Bank,Female,Jack Phillips
IND80645,Judith Mason,66,23525,1/30/2016 0:00,Ernest Rivera,Asian,Occupational Therapist,High,Platinum,95699.3466,29523.37,3,3145.6392,113185.116,68399.88672,31090.8576,50833.55218,15264.656,938632.9304,0,2,Private Bank,Female,Juan Ramirez
IND91185,Wanda Patterson,72,35391,8/4/2008 0:00,Mark Montgomery,Asian,Research Assistant I,High,Silver,390347.0508,32717.64,2,655.556,798844.101,272225.316,292023.5208,239459.2871,26341.15,759225.357,3,5,Private Bank,Female,Gregory Boyd
IND97947,Gary Lopez,57,26115,5/19/2006 0:00,Bruce Porter,American,Accounting Assistant IV,Mid,Gold,142392.9408,45693.12,1,6610.956,1055434.981,1200953.261,206533.3634,692422.2243,8896.8132,2623231.486,1,2,Private Bank,Female,Victor Dean
IND88225,Cheryl Fox,54,37327,1/3/2017 0:00,Jerry Green,American,Automation Specialist I,Low,Silver,379053.5385,45646.51,1,3644.9595,1787687.811,97304.56418,59228.86515,29191.36925,19720.246,731342.339,3,4,Private Bank,Female,Jeremy Porter
IND58373,Charles Green,52,39984,4/6/2019 0:00,Donald Reynolds,Australian,Assistant Professor,High,Gold,47929.9525,17458.89,3,430.032,431728.816,27367.8912,27025.79256,6393.823582,5921,385784.088,0,1,Private Bank,Female,Ernest Knight
IND57160,Anne Garrett,82,7159,9/17/2017 0:00,Benjamin Kim,European,Operator,Mid,Jade,264217.6064,31962.48,3,6889.08,531769.656,914049.5792,582482.575,276007.1278,76682.8656,227082.9264,3,4,Commercial,Female,Eric Shaw
IND87140,Ernest Smith,70,14848,11/9/2011 0:00,Jeremy Vasquez,Asian,Paralegal,High,Gold,183031.56,35955,1,7551.252,534932.289,1058173.903,997359.3104,249583.086,53740.422,1468926.009,0,4,Commercial,Female,Joe Carroll
IND43888,Michael Peters,39,22898,3/27/2018 0:00,Todd Roberts,American,Marketing Manager,High,Gold,58847.0523,1731.01,1,3625.7221,327630.0027,640243.8553,322360.5425,96529.07356,15337.6795,475510.7786,0,1,Retail,Female,Steve Sanchez
IND93701,Jason Bradley,35,21954,10/19/1996 0:00,Joe Price,American,Design Engineer,Mid,Jade,305474.8446,55916.76,2,2999.9488,1345293.005,269723.6972,170684.5271,48044.53356,57586.112,1431928,3,2,Institutional,Male,Lawrence Sanchez
IND91174,Craig Hall,60,39193,8/15/2011 0:00,Phillip Peters,European,Senior Quality Engineer,High,Silver,307944.3147,14357.46,2,4015.0328,1321538.576,806858.3725,256232.0507,340952.1798,104038.9236,293342.9264,2,3,Private Bank,Male,Peter Castillo
IND24235,Joseph Fuller,31,39125,5/27/2011 0:00,Benjamin Kim,Asian,Internal Auditor,Mid,Platinum,210111.5136,37398,1,2337.168,0,81827.2,65013.39178,28247.19781,447.9572,1162832.418,3,5,Commercial,Male,Victor Gutierrez
IND49606,Roger Myers,73,33471,8/17/2000 0:00,Anthony Berry,American,Budget/Accounting Analyst III,Mid,Jade,72711.1056,13876.45,1,1623.5754,282070.488,221793.1147,89432.70755,220004.4606,14378.823,581719.4144,3,1,Retail,Female,Daniel Carroll
IND35234,Anne Phillips,62,11082,1/14/2004 0:00,Adam Hernandez,European,Nuclear Power Engineer,Low,Jade,153294.08,47332.48,1,3531.648,1032232.166,396539.8871,178831.7138,144853.6882,7394.9184,638836.608,1,2,Retail,Male,Carl Anderson
IND62564,Marie Hart,20,20106,10/30/1996 0:00,Keith Griffin,African,Recruiting Manager,Low,Jade,365561.235,37850.85,1,2684.871,349750.233,54859.24017,25252.66611,57497.70839,35152.8975,1162829.241,1,5,Retail,Female,Nicholas Ward
IND44323,Deborah Freeman,43,2118,7/7/2014 0:00,Paul Larson,American,Programmer II,Mid,Jade,278325.1284,31407.42,3,309.0978,499815.5646,334392.3166,364337.8972,103761.4367,4084.6014,486852.4716,0,2,Institutional,Male,Victor Dean
IND33515,Thomas Dean,40,4440,7/27/2012 0:00,Bruce Porter,American,Administrative Officer,High,Jade,64687.8976,26213.12,2,4105.248,790835.808,444066.5376,228377.0765,132289.5362,10837.344,1010949.408,2,2,Institutional,Male,Jeremy Porter
IND60299,Eric Hanson,40,8737,3/15/2019 0:00,Nicholas Cunningham,American,Programmer Analyst I,High,Silver,49767.51,18779.1,1,1961.304,168992.496,219769.8557,88217.47728,60560.52432,4503.672,279498.6,3,1,Private Bank,Male,Ernest Knight
IND78861,Gregory Torres,61,2715,11/11/2015 0:00,Anthony Berry,African,Nuclear Power Engineer,High,Jade,96837.0048,22583.88,1,1942.2,638341.65,636611.625,417617.226,98089.11918,31928.85,557118.9,3,1,Private Bank,Female,Eric Shaw
IND92647,Samuel Cunningham,17,8305,8/31/2004 0:00,Chris Armstrong,European,Software Test Engineer I,High,Jade,112505.6736,11242.8,2,711.99,223278.606,1109608.786,287676.3519,635764.7377,29880.738,86444.334,3,1,Private Bank,Male,Kevin Kim
IND56044,Ronald Fisher,49,4567,7/8/2016 0:00,Anthony Torres,Asian,Internal Auditor,High,Silver,432010.2798,23347.32,1,2651.847,863853.276,251496.8726,246924.2021,182998.2698,43754.04,589717.2765,3,4,Private Bank,Male,Victor Rogers
IND36801,Billy Hamilton,19,6503,4/17/2010 0:00,Anthony Torres,European,Human Resources Assistant I,Low,Jade,113684.5567,5710.4,1,1165.515,412964.7975,111178.8113,53365.8294,67359.53578,20072.4,159087.315,3,1,Private Bank,Female,Eugene Cunningham
IND38949,Michael Carpenter,50,25819,12/6/2019 0:00,Douglas Tucker,American,Graphic Designer,Mid,Gold,69433.5675,29961.25,1,5019.146,1145286.56,985148.611,271765.1341,415800.6551,36300.286,296777.184,1,2,Private Bank,Female,Joe Carroll
IND40740,Kenneth Alvarez,80,30741,8/10/2016 0:00,Anthony Berry,African,Data Coordiator,Mid,Jade,129996.1908,7533.34,1,1028.0463,447947.2179,1013124.648,312220.8035,240473.7372,55125.9678,983046.2949,3,1,Private Bank,Female,Steve Sanchez
IND48919,Roy Hudson,62,19815,6/9/2012 0:00,Shawn Cook,American,Office Assistant IV,High,Jade,100901.295,21168,2,3312.756,50876.784,505043.4528,271089.5004,81215.44348,5030.64,871845.408,2,2,Commercial,Female,Lawrence Sanchez
IND43851,Mark Lawrence,20,27518,2/19/2016 0:00,Joshua Ryan,European,Mechanical Systems Engineer,High,Jade,167943.8772,14054.01,1,2149.5846,665637.2661,153113.1411,137579.9239,64928.84794,33865.2828,287653.7688,2,2,Commercial,Male,Peter Castillo
IND82642,Teresa Graham,84,33556,6/8/2002 0:00,Patrick Graham,European,Biostatistician IV,Low,Platinum,131150.237,13680.75,1,3437.6589,298772.4285,647719.4562,155009.7844,438456.2473,33521.1786,584749.1988,0,1,Retail,Female,Victor Gutierrez
IND86812,Ryan Carr,19,22873,10/31/2001 0:00,Anthony Torres,Australian,VP Marketing,High,Silver,366034.24,17474.68,1,3038.1,559075.836,1532568.003,411176.7812,951687.3499,85826.7924,1019083.438,2,3,Institutional,Female,Daniel Carroll
IND13296,John Powell,76,8236,1/20/2004 0:00,Roy Rice,European,Assistant Manager,High,Platinum,128380.3059,39652.86,1,9587.9133,2015150.959,570860.3246,123126.7367,124992.2933,117978.0552,2411017.437,2,4,Private Bank,Female,Carl Anderson
IND39713,Samuel Thompson,17,5174,12/5/2014 0:00,Jeremy Vasquez,African,Administrative Assistant II,High,Jade,402930.8258,9845.77,1,2162.1668,395885.8744,1070724.126,313136.3009,508795.9831,36525.7132,2100375.891,0,3,Commercial,Male,Nicholas Ward
IND12660,Gregory Reed,61,22456,12/26/2009 0:00,James Castillo,European,Software Engineer I,High,Jade,480745.8621,69602.45,2,3950.532,270004.9248,1112801.541,381237.5648,324567.116,49397.0292,2296981.562,1,4,Retail,Male,Fred Bryant
IND41076,Justin Rice,69,41191,7/20/2001 0:00,Joshua Ryan,European,Research Nurse,High,Silver,113169.4802,26216.72,1,2889.4077,163914.4437,545505.6803,199432.1842,286478.4669,16409.7849,417685.785,0,1,Retail,Male,Ryan Taylor
IND64863,Steven Hall,64,9072,4/12/1999 0:00,Anthony Simpson,Asian,Speech Pathologist,High,Jade,282986.8638,4808.73,1,2710.4584,672434.412,1503762.649,404859.1747,989013.1268,34105.4376,2005275.834,0,3,Retail,Female,Sean Vasquez
IND76341,Philip Bryant,63,19617,4/19/2020 0:00,Jeremy Vasquez,American,Human Resources Manager,High,Gold,79064.7,40560,3,1989.26,440512.8,478134.748,221991.133,125510.3714,74812.92,1740979.24,3,2,Institutional,Male,Nicholas Morrison
IND50293,Daniel Martin,42,25853,8/1/1995 0:00,Anthony Torres,Asian,Database Administrator III,High,Jade,217152.9152,40432.6,1,3213.6,442208.52,2150327.79,1075163.895,293878.1313,60584.16,1148607.72,1,2,Institutional,Male,Jack Phillips
IND32223,Maria GoPKRales,56,31771,6/26/2020 0:00,Joshua Little,Asian,Information Systems Manager,High,Gold,205230.681,9475.87,1,2756.1378,214775.4934,129367.9675,69069.3386,27178.23657,25903.4426,1123659.932,2,2,Private Bank,Female,Juan Ramirez
IND63518,Andrew Gray,56,2484,6/24/2017 0:00,Steve Diaz,European,Assistant Professor,Mid,Silver,141076.9293,23841.48,1,7681.518,286219.4868,1419823.591,691708.929,205328.3347,44834.4468,288474.2172,2,2,Private Bank,Male,Gregory Boyd
IND98503,Jack Griffin,40,24653,7/8/2005 0:00,Jerry Green,American,Editor,High,Silver,89051.6385,4331.32,2,502.4976,234064.8552,130298.1269,163859.7657,41616.43205,15004.1364,312536.73,1,1,Private Bank,Male,Victor Dean
IND38742,Juan Evans,66,22405,12/10/2013 0:00,Bruce Butler,European,Database Administrator IV,High,Jade,36306.25,5281.5,2,2902.8925,509390.3975,367935.5079,96305.26718,108454.547,7863.475,428419.3275,0,1,Private Bank,Male,Jeremy Porter
IND98838,Ryan Mason,72,17986,3/6/2020 0:00,Patrick Graham,American,Recruiter,Low,Jade,131060.16,27387.8,1,1647.9232,1230159.762,1476110.497,651789.0505,380338.0812,6394.5112,377511.9656,2,2,Private Bank,Male,Ernest Knight
IND52011,Nicholas Chavez,39,40336,3/29/2020 0:00,Adam Hernandez,European,Research Associate,Mid,Silver,347873.7626,8150.87,1,789.4796,583355.9368,474517.2912,391992.5449,103981.1803,17619.7112,1118741.151,3,4,Private Bank,Male,Eric Shaw
IND27143,Harry Watson,24,19193,3/24/1999 0:00,Todd Roberts,European,Clinical Specialist,Mid,Jade,53882.64,4068.8,3,3158.736,378781.616,1654622.907,596920.9222,279191.4348,16909.16,760984.248,0,1,Private Bank,Female,Joe Carroll
IND67603,Christine Bell,60,28928,5/13/2020 0:00,Joshua Ryan,European,Cost Accountant,High,Jade,231058.464,15558.48,2,1811.8688,852715.8864,564498.4632,204180.2952,384459.4853,37945.0176,1037021.16,2,2,Commercial,Male,Steve Sanchez
IND65057,Anthony Murray,66,38833,2/15/2011 0:00,Anthony Simpson,European,Statistician IV,Mid,Silver,335256.2421,59449.08,1,8125.4502,1617781.813,1512888.592,564331.4589,604555.0841,51312.87,2094410.191,1,3,Commercial,Male,Lawrence Sanchez
IND16812,Larry Hamilton,78,40868,8/10/2019 0:00,James Castillo,European,Account Representative II,High,Jade,151559.3222,17095.08,2,3992.6403,342906.4326,529821.6526,384472.3497,44730.0758,45363.624,989413.3891,0,1,Retail,Female,Peter Castillo
IND39500,Nicholas Griffin,64,12695,12/23/2019 0:00,Phillip Peters,Asian,Computer Systems Analyst II,Mid,Jade,44123.9833,8392.63,1,651.3968,450969.0776,380147.7116,161149.5734,183999.7565,26413.5128,487106.7696,3,1,Institutional,Male,Victor Gutierrez
IND69752,Jeremy Bryant,34,30600,1/17/2011 0:00,Jerry Green,Australian,Programmer Analyst I,Mid,Gold,91594.7175,27913.6,1,4577.196,1003171.832,809741.0838,327010.8223,447070.5099,64132.12,1723533.656,2,2,Private Bank,Female,Daniel Carroll
IND50261,Chris Reyes,79,11378,6/1/2021 0:00,Joshua Little,European,Sales Associate,High,Jade,196645.5,37964.5,2,3375.24,1206252.96,648147.5352,265151.2644,185213.0684,7167.6,1549559.88,2,2,Commercial,Male,Carl Anderson
IND20655,Victor Jenkins,43,27906,3/13/2017 0:00,Bruce Butler,Asian,Paralegal,Low,Jade,361257.6704,51674.68,1,8534.3744,704827.5568,298804.8832,113256.6896,72797.54453,57647.5504,1009649.664,0,3,Retail,Male,Nicholas Ward
IND84018,Lois Griffin,41,1446,4/19/2000 0:00,Dennis Morris,Asian,Geologist II,Mid,Gold,21741.3757,6296.72,1,2407.212,327242.8944,136512.0618,106176.048,22650.89025,3584.3688,482143.4712,2,1,Retail,Female,Victor Dean
IND52284,Emily Bryant,26,8748,8/17/2013 0:00,Roy Rice,European,Human Resources Assistant IV,High,Jade,285493.065,47536.45,1,741.325,395561.725,199546.75,171610.205,191085.9678,14546.675,495808.95,2,2,Retail,Male,Jeremy Porter
IND38633,Jimmy Harper,71,37727,11/11/2008 0:00,George Lewis,Australian,Nuclear Power Engineer,Mid,Silver,264059.2811,33093.98,1,327.7774,315540.1046,1114277.637,283136.1208,453748.4671,22427.8212,1278613.863,3,2,Institutional,Male,Ernest Knight
IND94590,Howard Hunt,37,33958,6/16/2011 0:00,Mark Montgomery,Asian,Biostatistician II,High,Jade,126030.6582,32997.5,1,233.026,832160.636,296880.201,134398.4694,80097.47585,55982.7612,1788185.994,0,2,Institutional,Female,Eric Shaw
IND29286,Carolyn Martinez,24,42424,11/27/2002 0:00,Jeremy Vasquez,European,Statistician IV,High,Jade,15919.4754,4138.29,1,1165.8762,345276.756,274261.1863,188155.9302,83681.55267,1983.9168,303565.9734,2,1,Private Bank,Female,Kevin Kim
IND86944,Ann White,59,22837,11/3/2001 0:00,Shawn Wallace,Asian,Staff Scientist,High,Jade,204822.528,31427.04,1,3446.88,717965.28,154796.16,125384.8896,33528.84826,13876.32,1058494.08,0,2,Private Bank,Male,Victor Rogers
IND82767,Daniel Gomez,51,28929,4/19/2008 0:00,Bruce Butler,Asian,Accounting Assistant I,High,Jade,361269.295,7619.4,3,3861.975,272547.825,2720079.9,598417.578,1348615.614,90197.325,301316.925,0,4,Private Bank,Male,Eugene Cunningham
IND64440,Carlos Romero,24,14155,5/29/2018 0:00,Joshua Bennett,American,Staff Accountant III,High,Silver,253010.88,47710.2,1,1862.352,484643.736,419094.985,120295.7827,254367.3728,37599.552,1506211.2,0,2,Private Bank,Female,Joe Carroll
IND97211,Johnny Fields,26,34418,5/31/2000 0:00,Shawn Long,European,Software Test Engineer II,High,Gold,290646.5829,44449.14,2,5444.0515,1028198.958,267004.5852,81951.90237,224363.1598,8894.5448,162684.7703,1,2,Private Bank,Female,Steve Sanchez
IND60063,Jessica Ruiz,43,43096,9/13/2015 0:00,Shawn Cook,European,Accountant IV,High,Jade,86331.9868,9527.85,1,1690.213,196482.65,46348.6394,30457.67732,32536.74486,2377.886,204841.49,1,1,Private Bank,Female,Lawrence Sanchez
IND91861,Frank Adams,79,33641,1/22/2009 0:00,Phillip Peters,Asian,Accountant IV,Low,Jade,70220.0664,44668.12,3,3029.0848,662458.1824,667288.8678,172780.1533,499155.9049,42742.3808,1113544.32,1,2,Private Bank,Female,Peter Castillo
IND98755,Joan Miller,84,31245,4/8/2005 0:00,Chris Armstrong,European,Web Developer I,High,Gold,92465.8788,29491.8,1,26.5696,66963.4784,361818.9444,371340.4956,129873.9579,23968.956,379833.8032,1,1,Commercial,Female,Victor Gutierrez
IND93695,William Long,53,30425,3/28/2021 0:00,Steve Diaz,Asian,Staff Accountant II,Low,Platinum,87221.55,2728.2,2,802.95,438262.83,394022.5873,141253.3804,276559.25,8450.85,142895.844,2,1,Commercial,Male,Daniel Carroll
IND56540,Chris Ortiz,50,10826,11/5/1995 0:00,Ernest Rivera,European,Administrative Assistant IV,High,Jade,191245.9563,16513.92,1,5238.0372,793387.3728,1052777.804,614120.3856,161425.9299,8925.0744,810082.3368,0,2,Retail,Female,Carl Anderson
IND79052,Aaron Cook,85,13821,8/11/1999 0:00,Bobby Burton,American,Research Assistant II,High,Jade,33307.9296,19066.56,2,513.92,178106.896,49529.0752,29717.44512,64558.8982,7586.832,52604.64,1,1,Institutional,Female,Nicholas Ward
IND54277,Victor Gardner,69,17741,7/9/2001 0:00,Adam Hernandez,American,Geologist IV,High,Jade,161586.7572,7485.06,1,5252.742,242336.754,173003.6951,57667.89838,84444.50632,16147.2366,468874.989,3,2,Private Bank,Male,Fred Bryant
IND60443,Linda Brooks,33,40454,4/21/2002 0:00,Dennis Morris,European,Account Representative III,Mid,Silver,119834.0352,25225.64,1,3593.7,591959.9268,743986.8925,631261.6057,109418.6783,21892.3848,449730.4284,1,2,Commercial,Female,Ryan Taylor
IND66045,Helen Meyer,43,39663,1/16/2006 0:00,Douglas Tucker,American,Nuclear Power Engineer,High,Jade,89484.8232,52357.66,1,2669.5002,1386918.078,1020703.057,658210.3825,283888.9998,59460.5634,2188771.156,3,4,Retail,Male,Sean Vasquez
IND80791,Paula Ross,46,21598,1/3/2009 0:00,Joshua Ryan,Asian,Account Representative IV,Mid,Gold,165293.4528,6190.38,2,2340.3744,564777.486,421648.797,318939.4747,241583.1377,8953.6356,496335.294,0,1,Retail,Male,Nicholas Morrison
IND67613,Jimmy Ramos,39,25973,11/4/1996 0:00,Victor Ramos,European,Budget/Accounting Analyst III,High,Silver,80619.0625,16862.25,1,1269.895,228549.9425,390933.7333,113080.0055,203705.5528,20682.53,348280.6525,0,1,Retail,Female,Jack Phillips
IND74089,Carolyn Wilson,35,18650,4/6/2007 0:00,Mark Montgomery,Asian,Registered Nurse,High,Silver,74979.1536,53063.4,1,377.6604,737955.1296,477508.0811,349802.4315,211602.709,22143.108,1252487.574,2,3,Institutional,Male,Juan Ramirez
IND60913,Eric Taylor,43,20508,11/16/2021 0:00,Benjamin Kim,European,Safety Technician IV,High,Gold,146047.7408,18441.8,3,5151.744,911441.232,175550.1696,65831.3136,74023.65485,37367.616,198312.816,2,2,Institutional,Male,Gregory Boyd
IND98087,Eugene Castillo,40,40024,11/22/2021 0:00,Keith Griffin,Asian,Community Outreach Specialist,High,Jade,105795.48,4258.65,1,2754.1184,482446.349,182978.339,47677.45452,100663.858,18410.7544,1015116.238,1,1,Private Bank,Male,Victor Dean
IND31887,Ernest Oliver,17,11917,11/21/2009 0:00,Joe Hanson,Australian,Data Coordiator,High,Platinum,173201.4207,11750.2,3,832.6857,77485.3233,910625.4969,282607.9128,504298.12,20404.4841,636534.9606,2,3,Private Bank,Female,Jeremy Porter
IND67190,Kevin Ward,26,34738,11/18/2020 0:00,Anthony Simpson,Asian,Biostatistician IV,Mid,Gold,64025.9136,11174.24,3,1681.68,248474.3976,269465.4706,293648.2692,50265.67432,11272.0608,398887.632,0,2,Private Bank,Male,Ernest Knight
IND95893,Catherine Edwards,36,17953,7/30/2019 0:00,Steve Diaz,European,Financial Advisor,Mid,Gold,236680.1184,26152.72,1,739.0152,648040.932,60731.76463,61695.7609,42338.71591,25412.0328,1269826.034,2,4,Private Bank,Female,Eric Shaw
IND59612,Thomas Robertson,50,8143,8/5/1999 0:00,Frank Brown,American,Help Desk Operator,Low,Jade,169087.1749,46738.2,3,1438.0384,1324814.921,922185.4178,298549.236,328404.1596,50216.0296,749636.0211,0,2,Private Bank,Male,Joe Carroll
IND57231,Adam Spencer,46,20195,11/10/1999 0:00,Steve Diaz,European,Research Assistant III,High,Jade,311847.8748,10870.86,1,4108.3735,1132511.018,324404.4837,251504.5997,99435.44175,64098.1649,1324815.107,2,3,Private Bank,Male,Steve Sanchez
IND20899,Stephen Schmidt,55,22619,8/7/2005 0:00,Samuel Fowler,European,Geologist IV,Low,Gold,47981.4776,11337.46,1,2650.1694,270267.21,1084086.695,703705.3986,140931.2704,15656.931,586768.089,2,2,Private Bank,Female,Lawrence Sanchez
IND79950,Paula Spencer,29,27002,5/21/2020 0:00,Joshua Bennett,American,Senior Cost Accountant,Mid,Jade,140614.4817,18945.08,1,4566.3618,629518.2894,329466.0489,287226.8119,145978.8032,23365.7424,674003.5302,0,3,Commercial,Female,Peter Castillo
IND69031,Betty Ray,50,30391,2/13/2015 0:00,Victor Martinez,European,Professor,High,Jade,225930.7089,25768.05,1,4142.6082,552212.2026,474054.307,368148.5576,134802.8897,17859.201,596107.5048,1,2,Commercial,Female,Victor Gutierrez
IND78617,Howard Jordan,50,32959,8/8/2003 0:00,Douglas Tucker,American,Accountant I,Low,Jade,348711.6948,10768.48,2,4303.0408,1852223.049,1453804.315,628672.1362,378382.042,92880.6264,2806941.745,0,3,Retail,Female,Daniel Carroll
IND92044,Brian Flores,46,16867,3/28/2014 0:00,Paul Holmes,Asian,GIS Technical Architect,Mid,Silver,291586.7136,12144.92,2,5140.4264,1121859.886,635576.5617,399082.9573,404551.8719,3016.8456,694409.3392,1,5,Institutional,Male,Carl Anderson
IND94650,Fred Jordan,68,857,9/15/2021 0:00,Donald Reynolds,Australian,Accountant III,High,Jade,116238.09,53102.4,1,1413.9032,752085.3396,90992.64398,81155.60138,50586.99153,34716.7448,781662.3108,2,3,Private Bank,Male,Nicholas Ward
IND62018,Norma Little,50,33023,4/15/2006 0:00,Raymond Alexander,European,Database Administrator III,High,Silver,131067.008,15853.86,3,968.6974,127564.7496,218455.0911,136997.2605,214604.3572,14572.3864,170368.7776,0,1,Commercial,Male,Victor Dean
IND97714,Theresa Ward,58,3091,3/18/2006 0:00,Paul Holmes,European,VP Quality Control,Mid,Gold,86055.552,34408.44,1,349.4964,537839.5352,279314.4223,215374.9763,150224.0459,33769.6788,173255.2624,2,2,Retail,Female,Jeremy Porter
IND62445,Lawrence Tucker,17,9744,11/21/2002 0:00,Mark Montgomery,European,Engineer II,Low,Gold,97432.2628,6109.81,1,480.9112,213847.0796,203074.4636,112086.5546,18395.3816,28840.9968,819449.323,3,1,Retail,Female,Ernest Knight
IND34780,Michelle Martin,53,19654,6/19/2020 0:00,Frank Brown,Asian,Accounting Assistant IV,Mid,Platinum,162007.4976,11857.04,1,1583.5976,350347.6808,88823.5126,132397.3112,24284.01316,6166.2744,184135.5256,2,2,Retail,Female,Eric Shaw
IND97314,John Davis,80,38563,1/9/2020 0:00,Paul Holmes,American,Senior Financial Analyst,High,Jade,96994.7742,12016.69,1,5789.979,1005650.349,670727.8473,284949.739,188724.4041,10233.1449,1324654.982,2,1,Institutional,Female,Kevin Kim
IND96807,Robert Parker,35,28369,10/14/2009 0:00,Frank Brown,American,Senior Cost Accountant,Low,Silver,161205.73,29036,2,4269.23,780104.619,278287.0439,172459.5765,269977.628,31515.764,676672.955,1,2,Institutional,Male,Victor Rogers
IND34442,Diana Ross,41,35908,12/22/2007 0:00,Joshua Little,Asian,Staff Accountant II,Mid,Jade,51237.9168,15311.94,1,2470.2384,464882.5188,265391.6787,118350.3432,165798.0717,28183.6548,530779.2672,1,1,Private Bank,Male,Eugene Cunningham
IND57917,Jane Hicks,58,36341,4/15/2019 0:00,Frank Brown,Australian,Safety Technician III,Mid,Gold,266528.745,24360.19,3,7274.7354,1237588.236,0,0,0,70622.7994,430784.6886,1,4,Private Bank,Female,Joe Carroll
IND57474,Kathryn Daniels,58,17398,7/2/2019 0:00,Bruce Butler,Asian,Marketing Manager,High,Jade,294510.4239,50943.2,2,386.5169,227473.1228,572521.4829,435438.8743,330127.1762,41136.9882,288926.0297,2,3,Private Bank,Female,Steve Sanchez
